station_id,datetime,value
22,2023-08-18 11:30:12.738000,-0.7
22,2023-08-18 11:30:12.907000,-0.7
22,2023-08-18 12:30:12.621000,-0.7
22,2023-08-18 12:30:15.183000,-0.7
22,2023-08-18 13:00:10.408000,-0.69
22,2023-08-18 13:00:10.500000,-0.69
22,2023-08-18 13:15:10.057000,-0.68
22,2023-08-18 13:15:11.327000,-0.68
22,2023-08-18 13:30:12.244000,-0.65
22,2023-08-18 13:30:13.049000,-0.65
22,2023-08-18 14:00:10.051000,-0.68
22,2023-08-18 14:00:10.117000,-0.68
22,2023-08-18 14:16:24.214000,-0.69
22,2023-08-18 14:45:15.496000,-0.69
22,2023-08-18 14:45:15.541000,-0.69
22,2023-08-18 15:00:10.381000,-0.7
22,2023-08-18 15:00:10.438000,-0.7
22,2023-08-18 15:15:10.007000,-0.7
22,2023-08-18 15:15:15.738000,-0.7
22,2023-08-18 15:30:10.543000,-0.69
22,2023-08-18 15:30:10.654000,-0.69
22,2023-08-18 15:45:10.427000,-0.7
22,2023-08-18 15:45:11.493000,-0.7
22,2023-08-18 16:00:10.739000,-0.69
22,2023-08-18 16:00:11.269000,-0.69
22,2023-08-18 16:15:10.629000,-0.7
22,2023-08-18 16:15:10.956000,-0.7
22,2023-08-18 18:15:10.363000,-0.7
22,2023-08-18 18:15:11.966000,-0.7
22,2023-08-18 19:00:11.399000,-0.55
22,2023-08-18 19:00:11.504000,-0.55
22,2023-08-18 19:15:18.453000,-0.7
22,2023-08-18 19:15:18.636000,-0.7
22,2023-08-18 19:45:14.316000,-0.7
22,2023-08-18 19:45:14.657000,-0.7
22,2023-08-18 20:00:10.921000,-0.7
22,2023-08-18 20:00:11.909000,-0.7
22,2023-08-18 20:15:11.259000,-0.7
22,2023-08-18 20:15:12.017000,-0.7
22,2023-08-18 20:30:10.693000,-0.55
22,2023-08-18 20:30:10.763000,-0.55
22,2023-08-18 20:45:10.522000,-0.7
22,2023-08-18 20:45:10.523000,-0.7
22,2023-08-18 21:15:14.237000,-0.7
22,2023-08-18 21:15:15.130000,-0.7
22,2023-08-18 21:30:22.380000,-0.7
22,2023-08-18 21:31:12.709000,-0.7
22,2023-08-18 23:15:10.007000,-0.7
22,2023-08-18 23:15:10.768000,-0.7
22,2023-08-19 00:00:10.973000,-0.7
22,2023-08-19 00:00:11.146000,-0.7
22,2023-08-19 00:30:12.162000,-0.7
22,2023-08-19 00:30:12.427000,-0.7
22,2023-08-19 00:45:10.643000,-0.7
22,2023-08-19 00:45:10.708000,-0.7
22,2023-08-19 01:00:10.146000,-0.7
22,2023-08-19 01:00:10.513000,-0.7
22,2023-08-19 01:15:10.177000,-0.7
22,2023-08-19 01:15:10.728000,-0.7
22,2023-08-19 01:30:17.399000,-0.7
22,2023-08-19 01:30:18.507000,-0.7
22,2023-08-19 01:45:10.032000,-0.7
22,2023-08-19 01:45:22.347000,-0.7
22,2023-08-19 02:00:14.614000,-0.7
22,2023-08-19 02:00:17.867000,-0.7
22,2023-08-19 02:30:10.586000,-0.7
22,2023-08-19 02:30:12.552000,-0.7
22,2023-08-19 03:00:10.902000,-0.7
22,2023-08-19 03:00:11.283000,-0.7
22,2023-08-19 03:15:10.852000,-0.7
22,2023-08-19 03:15:11.436000,-0.7
22,2023-08-19 03:30:14.326000,-0.7
22,2023-08-19 03:30:15.201000,-0.7
22,2023-08-19 03:45:11.879000,-0.7
22,2023-08-19 03:45:11.925000,-0.7
22,2023-08-19 04:15:13.558000,-0.7
22,2023-08-19 04:15:14.717000,-0.7
22,2023-08-19 04:30:10.142000,-0.7
22,2023-08-19 04:30:11.061000,-0.7
22,2023-08-19 04:45:10.005000,-0.7
22,2023-08-19 04:45:11.163000,-0.7
22,2023-08-19 05:00:10.895000,-0.7
22,2023-08-19 05:00:11.552000,-0.7
22,2023-08-19 05:30:10.090000,-0.7
22,2023-08-19 05:30:14.171000,-0.7
22,2023-08-19 05:45:11.883000,-0.7
22,2023-08-19 05:45:11.949000,-0.7
22,2023-08-19 06:30:10.779000,-0.7
22,2023-08-19 06:30:10.780000,-0.7
22,2023-08-19 06:45:12.831000,-0.7
22,2023-08-19 06:45:13.001000,-0.7
22,2023-08-19 07:00:14.646000,-0.7
22,2023-08-19 07:00:14.655000,-0.7
22,2023-08-19 07:30:15.521000,-0.7
22,2023-08-19 07:30:16.030000,-0.7
22,2023-08-19 07:45:10.207000,-0.7
22,2023-08-19 07:45:10.713000,-0.7
22,2023-08-19 08:30:10.235000,-0.7
22,2023-08-19 08:30:13.411000,-0.7
22,2023-08-19 09:00:11.129000,-0.7
22,2023-08-19 09:00:11.176000,-0.7
22,2023-08-19 10:00:10.713000,-0.7
22,2023-08-19 10:00:12.927000,-0.7
22,2023-08-19 10:45:26.975000,-0.7
22,2023-08-19 10:45:27.070000,-0.7
22,2023-08-19 11:15:11.022000,-0.7
22,2023-08-19 11:15:12.389000,-0.7
22,2023-08-19 11:30:10.599000,-0.7
22,2023-08-19 11:30:11.021000,-0.7
22,2023-08-19 11:45:10.162000,-0.7
22,2023-08-19 11:45:15.836000,-0.7
22,2023-08-19 12:00:10.623000,-0.7
22,2023-08-19 12:00:18.936000,-0.7
22,2023-08-19 12:30:13.176000,-0.7
22,2023-08-19 12:30:13.235000,-0.7
22,2023-08-19 13:30:19.132000,-0.7
22,2023-08-19 13:30:20.196000,-0.7
22,2023-08-19 13:45:10.057000,-0.7
22,2023-08-19 13:45:12.270000,-0.7
22,2023-08-19 14:15:11.561000,-0.7
22,2023-08-19 14:15:11.828000,-0.7
22,2023-08-19 14:30:10.609000,-0.7
22,2023-08-19 14:30:11.449000,-0.7
